,Start Time:,2025-10-10 07:57:00, End Time:,2025-10-10 13:10:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,M1,M2,M6,F5,M7,F3,F6
2025-10-10 07:57:00,55.95,56,56,56,0,56,56,56,56
2025-10-10 07:58:00,55.97,56,56,56,0,56,20,56,56
2025-10-10 07:59:00,55.98,56,56,56,0,56,6,56,56
2025-10-10 08:00:00,56,56,56,56,0,56,0,56,56
2025-10-10 08:01:00,56.02,46,56,56,4,56,14,56,56
2025-10-10 08:02:00,56.03,42,21,56,7,56,56,56,56
2025-10-10 08:03:00,56.05,56,56,38,16,50,56,56,56
2025-10-10 08:04:00,56.07,56,56,56,0,44,24,56,56
2025-10-10 08:05:00,56.08,56,56,56,2,56,50,14,56
2025-10-10 08:06:00,56.1,25,56,56,0,56,56,56,11
2025-10-10 08:07:00,56.12,44,56,56,0,56,56,56,56
2025-10-10 08:08:00,56.13,54,56,56,0,56,56,56,56
2025-10-10 08:09:00,56.15,56,56,56,0,56,56,56,56
2025-10-10 08:10:00,56.17,56,56,56,0,56,26,56,56
2025-10-10 08:11:00,56.18,19,56,56,0,56,56,56,56
2025-10-10 08:12:00,56.2,56,56,56,0,56,50,56,56
2025-10-10 08:13:00,56.22,56,56,26,22,56,24,56,56
2025-10-10 08:14:00,56.23,24,23,56,56,56,15,56,56
2025-10-10 08:15:00,56.25,56,56,56,56,56,56,56,56
2025-10-10 08:16:00,56.27,56,56,56,56,56,56,56,56
2025-10-10 08:17:00,56.28,56,56,56,56,56,20,56,25
2025-10-10 08:18:00,56.3,56,56,56,56,56,50,56,8
2025-10-10 08:19:00,56.32,56,56,56,56,56,48,56,26
2025-10-10 08:20:00,56.33,56,56,56,56,56,56,56,50
2025-10-10 08:21:00,56.35,56,56,56,56,56,56,56,25
2025-10-10 08:22:00,56.37,56,56,56,56,56,56,50,56
2025-10-10 08:23:00,56.38,56,56,56,56,56,48,56,56
2025-10-10 08:24:00,56.4,13.33,56,56,56,56,12.67,46,56
2025-10-10 08:25:00,56.42,25,56,56,56,56,56,56,25
2025-10-10 08:26:00,56.43,56,56,52,56,56,36,56,48
2025-10-10 08:27:00,56.45,6,56,17,56,56,10,12,15
2025-10-10 08:28:00,56.47,6.67,56,56,56,56,9,8,20
2025-10-10 08:29:00,56.48,21,56,56,56,56,0,6,4
2025-10-10 08:30:00,56.5,17,56,21,56,56,0,15,0
